#TF1
#Name: Neutron efficiency
#Parent pad: 0
#range: (0, 10)
#Pts: 10000
#Line_color: 1, 0, 0
#Line_style: solid
#Line_width: 2
#x, f(x)
4.152, 7.1762
4.153, 7.17539
4.154, 7.17459
4.155, 7.17379
4.156, 7.17299
4.157, 7.17218
4.158, 7.17138
4.159, 7.17058
4.16, 7.16978
4.161, 7.16897
4.162, 7.16817
4.163, 7.16737
4.164, 7.16657
4.165, 7.16577
4.166, 7.16497
4.167, 7.16416
4.168, 7.16336
4.169, 7.16256
4.17, 7.16176
4.171, 7.16096
4.172, 7.16016
4.173, 7.15936
4.174, 7.15856
4.175, 7.15776
4.176, 7.15696
4.177, 7.15616
4.178, 7.15535
4.179, 7.15455
4.18, 7.15375
4.181, 7.15295
4.182, 7.15216
4.183, 7.15136
4.184, 7.15056
4.185, 7.14976
4.186, 7.14896
4.187, 7.14816
4.188, 7.14736
4.189, 7.14656
4.19, 7.14576
4.191, 7.14496
4.192, 7.14416
4.193, 7.14337
4.194, 7.14257
4.195, 7.14177
4.196, 7.14097
4.197, 7.14017
4.198, 7.13937
4.199, 7.13858
4.2, 7.13778
4.201, 7.13698
4.202, 7.13618
4.203, 7.13539
4.204, 7.13459
4.205, 7.13379
4.206, 7.133
4.207, 7.1322
4.208, 7.1314
4.209, 7.1306
4.21, 7.12981
4.211, 7.12901
4.212, 7.12822
4.213, 7.12742
4.214, 7.12662
4.215, 7.12583
4.216, 7.12503
4.217, 7.12424
4.218, 7.12344
4.219, 7.12264
4.22, 7.12185
4.221, 7.12105
4.222, 7.12026
4.223, 7.11946
4.224, 7.11867
4.225, 7.11787
4.226, 7.11708
4.227, 7.11628
4.228, 7.11549
4.229, 7.1147
4.23, 7.1139
4.231, 7.11311
4.232, 7.11231
4.233, 7.11152
4.234, 7.11073
4.235, 7.10993
4.236, 7.10914
4.237, 7.10834
4.238, 7.10755
4.239, 7.10676
4.24, 7.10596
4.241, 7.10517
4.242, 7.10438
4.243, 7.10359
4.244, 7.10279
4.245, 7.102
4.246, 7.10121
4.247, 7.10042
4.248, 7.09962
4.249, 7.09883
4.25, 7.09804
4.251, 7.09725
4.252, 7.09646
4.253, 7.09566
4.254, 7.09487
4.255, 7.09408
4.256, 7.09329
4.257, 7.0925
4.258, 7.09171
4.259, 7.09092
4.26, 7.09012
4.261, 7.08933
4.262, 7.08854
4.263, 7.08775
4.264, 7.08696
4.265, 7.08617
4.266, 7.08538
4.267, 7.08459
4.268, 7.0838
4.269, 7.08301
4.27, 7.08222
4.271, 7.08143
4.272, 7.08064
4.273, 7.07985
4.274, 7.07907
4.275, 7.07828
4.276, 7.07749
4.277, 7.0767
4.278, 7.07591
4.279, 7.07512
4.28, 7.07433
4.281, 7.07354
4.282, 7.07276
4.283, 7.07197
4.284, 7.07118
4.285, 7.07039
4.286, 7.0696
4.287, 7.06882
4.288, 7.06803
4.289, 7.06724
4.29, 7.06645
4.291, 7.06566
4.292, 7.06488
4.293, 7.06409
4.294, 7.0633
4.295, 7.06252
4.296, 7.06173
4.297, 7.06094
4.298, 7.06016
4.299, 7.05937
4.3, 7.05858
4.301, 7.0578
4.302, 7.05701
4.303, 7.05623
4.304, 7.05544
4.305, 7.05465
4.306, 7.05387
4.307, 7.05308
4.308, 7.0523
4.309, 7.05151
4.31, 7.05073
4.311, 7.04994
4.312, 7.04916
4.313, 7.04837
4.314, 7.04759
4.315, 7.0468
4.316, 7.04602
4.317, 7.04523
4.318, 7.04445
4.319, 7.04366
4.32, 7.04288
4.321, 7.0421
4.322, 7.04131
4.323, 7.04053
4.324, 7.03975
4.325, 7.03896
4.326, 7.03818
4.327, 7.0374
4.328, 7.03661
4.329, 7.03583
4.33, 7.03504
4.331, 7.03426
4.332, 7.03348
4.333, 7.0327
4.334, 7.03192
4.335, 7.03113
4.336, 7.03035
4.337, 7.02957
4.338, 7.02879
4.339, 7.028
4.34, 7.02722
4.341, 7.02644
4.342, 7.02566
4.343, 7.02488
4.344, 7.0241
4.345, 7.02332
4.346, 7.02253
4.347, 7.02175
4.348, 7.02097
4.349, 7.02019
4.35, 7.01941
4.351, 7.01863
4.352, 7.01785
4.353, 7.01707
4.354, 7.01629
4.355, 7.01551
4.356, 7.01473
4.357, 7.01395
4.358, 7.01317
4.359, 7.01239
4.36, 7.01161
4.361, 7.01083
4.362, 7.01005
4.363, 7.00927
4.364, 7.00849
4.365, 7.00771
4.366, 7.00693
4.367, 7.00616
4.368, 7.00538
4.369, 7.0046
4.37, 7.00382
4.371, 7.00304
4.372, 7.00226
4.373, 7.00149
4.374, 7.00071
4.375, 6.99993
4.376, 6.99915
4.377, 6.99837
4.378, 6.9976
4.379, 6.99682
4.38, 6.99604
4.381, 6.99526
4.382, 6.99449
4.383, 6.99371
4.384, 6.99293
4.385, 6.99216
4.386, 6.99138
4.387, 6.9906
4.388, 6.98983
4.389, 6.98905
4.39, 6.98827
4.391, 6.9875
4.392, 6.98672
4.393, 6.98595
4.394, 6.98517
4.395, 6.9844
4.396, 6.98362
4.397, 6.98284
4.398, 6.98207
4.399, 6.98129
4.4, 6.98052
4.401, 6.97974
4.402, 6.97897
4.403, 6.97819
4.404, 6.97742
4.405, 6.97665
4.406, 6.97587
4.407, 6.9751
4.408, 6.97432
4.409, 6.97355
4.41, 6.97277
4.411, 6.972
4.412, 6.97123
4.413, 6.97045
4.414, 6.96968
4.415, 6.96891
4.416, 6.96813
4.417, 6.96736
4.418, 6.96659
4.419, 6.96581
4.42, 6.96504
4.421, 6.96427
4.422, 6.9635
4.423, 6.96272
4.424, 6.96195
4.425, 6.96118
4.426, 6.96041
4.427, 6.95963
4.428, 6.95886
4.429, 6.95809
4.43, 6.95732
4.431, 6.95655
4.432, 6.95578
4.433, 6.955
4.434, 6.95423
4.435, 6.95346
4.436, 6.95269
4.437, 6.95192
4.438, 6.95115
4.439, 6.95038
4.44, 6.94961
4.441, 6.94884
4.442, 6.94807
4.443, 6.9473
4.444, 6.94653
4.445, 6.94576
4.446, 6.94499
4.447, 6.94422
4.448, 6.94345
4.449, 6.94268
4.45, 6.94191
4.451, 6.94114
4.452, 6.94037
4.453, 6.9396
4.454, 6.93883
4.455, 6.93806
4.456, 6.93729
4.457, 6.93653
4.458, 6.93576
4.459, 6.93499
4.46, 6.93422
4.461, 6.93345
4.462, 6.93268
4.463, 6.93192
4.464, 6.93115
4.465, 6.93038
4.466, 6.92961
4.467, 6.92884
4.468, 6.92808
4.469, 6.92731
4.47, 6.92654
4.471, 6.92577
4.472, 6.92501
4.473, 6.92424
4.474, 6.92347
4.475, 6.92271
4.476, 6.92194
4.477, 6.92117
4.478, 6.92041
4.479, 6.91964
4.48, 6.91888
4.481, 6.91811
4.482, 6.91734
4.483, 6.91658
4.484, 6.91581
4.485, 6.91505
4.486, 6.91428
4.487, 6.91352
4.488, 6.91275
4.489, 6.91199
4.49, 6.91122
4.491, 6.91046
4.492, 6.90969
4.493, 6.90893
4.494, 6.90816
4.495, 6.9074
4.496, 6.90663
4.497, 6.90587
4.498, 6.9051
4.499, 6.90434
4.5, 6.90358
4.501, 6.90281
4.502, 6.90205
4.503, 6.90129
4.504, 6.90052
4.505, 6.89976
4.506, 6.899
4.507, 6.89823
4.508, 6.89747
4.509, 6.89671
4.51, 6.89594
4.511, 6.89518
4.512, 6.89442
4.513, 6.89366
4.514, 6.89289
4.515, 6.89213
4.516, 6.89137
4.517, 6.89061
4.518, 6.88985
4.519, 6.88908
4.52, 6.88832
4.521, 6.88756
4.522, 6.8868
4.523, 6.88604
4.524, 6.88528
4.525, 6.88452
4.526, 6.88376
4.527, 6.88299
4.528, 6.88223
4.529, 6.88147
4.53, 6.88071
4.531, 6.87995
4.532, 6.87919
4.533, 6.87843
4.534, 6.87767
4.535, 6.87691
4.536, 6.87615
4.537, 6.87539
4.538, 6.87463
4.539, 6.87387
4.54, 6.87311
4.541, 6.87235
4.542, 6.87159
4.543, 6.87084
4.544, 6.87008
4.545, 6.86932
4.546, 6.86856
4.547, 6.8678
4.548, 6.86704
4.549, 6.86628
4.55, 6.86552
4.551, 6.86477
4.552, 6.86401
4.553, 6.86325
4.554, 6.86249
4.555, 6.86173
4.556, 6.86098
4.557, 6.86022
4.558, 6.85946
4.559, 6.8587
4.56, 6.85795
4.561, 6.85719
4.562, 6.85643
4.563, 6.85568
4.564, 6.85492
4.565, 6.85416
4.566, 6.85341
4.567, 6.85265
4.568, 6.85189
4.569, 6.85114
4.57, 6.85038
4.571, 6.84962
4.572, 6.84887
4.573, 6.84811
4.574, 6.84736
4.575, 6.8466
4.576, 6.84585
4.577, 6.84509
4.578, 6.84434
4.579, 6.84358
4.58, 6.84282
4.581, 6.84207
4.582, 6.84132
4.583, 6.84056
4.584, 6.83981
4.585, 6.83905
4.586, 6.8383
4.587, 6.83754
4.588, 6.83679
4.589, 6.83604
4.59, 6.83528
4.591, 6.83453
4.592, 6.83377
4.593, 6.83302
4.594, 6.83227
4.595, 6.83151
4.596, 6.83076
4.597, 6.83001
4.598, 6.82925
4.599, 6.8285
4.6, 6.82775
4.601, 6.827
4.602, 6.82624
4.603, 6.82549
4.604, 6.82474
4.605, 6.82399
4.606, 6.82323
4.607, 6.82248
4.608, 6.82173
4.609, 6.82098
4.61, 6.82023
4.611, 6.81947
4.612, 6.81872
4.613, 6.81797
4.614, 6.81722
4.615, 6.81647
4.616, 6.81572
4.617, 6.81497
4.618, 6.81422
4.619, 6.81347
4.62, 6.81272
4.621, 6.81197
4.622, 6.81122
4.623, 6.81047
4.624, 6.80972
4.625, 6.80897
4.626, 6.80822
4.627, 6.80747
4.628, 6.80672
4.629, 6.80597
4.63, 6.80522
4.631, 6.80447
4.632, 6.80372
4.633, 6.80297
4.634, 6.80222
4.635, 6.80147
4.636, 6.80072
4.637, 6.79997
4.638, 6.79922
4.639, 6.79848
4.64, 6.79773
4.641, 6.79698
4.642, 6.79623
4.643, 6.79548
4.644, 6.79474
4.645, 6.79399
4.646, 6.79324
4.647, 6.79249
4.648, 6.79174
4.649, 6.791
4.65, 6.79025
4.651, 6.7895
4.652, 6.78876
4.653, 6.78801
4.654, 6.78726
4.655, 6.78652
4.656, 6.78577
4.657, 6.78502
4.658, 6.78428
4.659, 6.78353
4.66, 6.78278
4.661, 6.78204
4.662, 6.78129
4.663, 6.78054
4.664, 6.7798
4.665, 6.77905
4.666, 6.77831
4.667, 6.77756
4.668, 6.77682
4.669, 6.77607
4.67, 6.77533
4.671, 6.77458
4.672, 6.77384
4.673, 6.77309
4.674, 6.77235
4.675, 6.7716
4.676, 6.77086
4.677, 6.77011
4.678, 6.76937
4.679, 6.76863
4.68, 6.76788
4.681, 6.76714
4.682, 6.76639
4.683, 6.76565
4.684, 6.76491
4.685, 6.76416
4.686, 6.76342
4.687, 6.76268
4.688, 6.76193
4.689, 6.76119
4.69, 6.76045
4.691, 6.7597
4.692, 6.75896
4.693, 6.75822
4.694, 6.75748
4.695, 6.75674
4.696, 6.75599
4.697, 6.75525
4.698, 6.75451
4.699, 6.75377
4.7, 6.75302
4.701, 6.75228
4.702, 6.75154
4.703, 6.7508
4.704, 6.75006
4.705, 6.74932
4.706, 6.74858
4.707, 6.74784
4.708, 6.74709
4.709, 6.74635
4.71, 6.74561
4.711, 6.74487
4.712, 6.74413
4.713, 6.74339
4.714, 6.74265
4.715, 6.74191
4.716, 6.74117
4.717, 6.74043
4.718, 6.73969
4.719, 6.73895
4.72, 6.73821
4.721, 6.73747
4.722, 6.73673
4.723, 6.73599
4.724, 6.73526
4.725, 6.73452
4.726, 6.73378
4.727, 6.73304
4.728, 6.7323
4.729, 6.73156
4.73, 6.73082
4.731, 6.73008
4.732, 6.72935
4.733, 6.72861
4.734, 6.72787
4.735, 6.72713
4.736, 6.72639
4.737, 6.72566
4.738, 6.72492
4.739, 6.72418
4.74, 6.72344
4.741, 6.7227
4.742, 6.72197
4.743, 6.72123
4.744, 6.72049
4.745, 6.71976
4.746, 6.71902
4.747, 6.71828
4.748, 6.71755
4.749, 6.71681
4.75, 6.71607
4.751, 6.71534
4.752, 6.7146
4.753, 6.71387
4.754, 6.71313
4.755, 6.71239
4.756, 6.71166
4.757, 6.71092
4.758, 6.71019
4.759, 6.70945
4.76, 6.70872
4.761, 6.70798
4.762, 6.70725
4.763, 6.70651
4.764, 6.70578
4.765, 6.70504
4.766, 6.70431
4.767, 6.70357
4.768, 6.70284
4.769, 6.7021
4.77, 6.70137
4.771, 6.70064
4.772, 6.6999
4.773, 6.69917
4.774, 6.69844
4.775, 6.6977
4.776, 6.69697
4.777, 6.69623
4.778, 6.6955
4.779, 6.69477
4.78, 6.69403
4.781, 6.6933
4.782, 6.69257
4.783, 6.69184
4.784, 6.6911
4.785, 6.69037
4.786, 6.68964
4.787, 6.68891
4.788, 6.68817
4.789, 6.68744
4.79, 6.68671
4.791, 6.68598
4.792, 6.68525
4.793, 6.68452
4.794, 6.68378
4.795, 6.68305
4.796, 6.68232
4.797, 6.68159
4.798, 6.68086
4.799, 6.68013
4.8, 6.6794
4.801, 6.67867
4.802, 6.67793
4.803, 6.6772
4.804, 6.67647
4.805, 6.67574
4.806, 6.67501
4.807, 6.67428
4.808, 6.67355
4.809, 6.67282
4.81, 6.67209
4.811, 6.67136
4.812, 6.67063
4.813, 6.6699
4.814, 6.66918
4.815, 6.66845
4.816, 6.66772
4.817, 6.66699
4.818, 6.66626
4.819, 6.66553
4.82, 6.6648
4.821, 6.66407
4.822, 6.66334
4.823, 6.66262
4.824, 6.66189
4.825, 6.66116
4.826, 6.66043
4.827, 6.6597
4.828, 6.65898
4.829, 6.65825
4.83, 6.65752
4.831, 6.65679
4.832, 6.65606
4.833, 6.65534
4.834, 6.65461
4.835, 6.65388
4.836, 6.65316
4.837, 6.65243
4.838, 6.6517
4.839, 6.65098
4.84, 6.65025
4.841, 6.64952
4.842, 6.6488
4.843, 6.64807
4.844, 6.64734
4.845, 6.64662
4.846, 6.64589
4.847, 6.64517
4.848, 6.64444
4.849, 6.64371
4.85, 6.64299
4.851, 6.64226
4.852, 6.64154
4.853, 6.64081
4.854, 6.64009
4.855, 6.63936
4.856, 6.63864
4.857, 6.63791
4.858, 6.63719
4.859, 6.63646
4.86, 6.63574
4.861, 6.63502
4.862, 6.63429
4.863, 6.63357
4.864, 6.63284
4.865, 6.63212
4.866, 6.6314
4.867, 6.63067
4.868, 6.62995
4.869, 6.62923
4.87, 6.6285
4.871, 6.62778
4.872, 6.62706
4.873, 6.62633
4.874, 6.62561
4.875, 6.62489
4.876, 6.62417
4.877, 6.62344
4.878, 6.62272
4.879, 6.622
4.88, 6.62127
4.881, 6.62055
4.882, 6.61983
4.883, 6.61911
4.884, 6.61839
4.885, 6.61767
4.886, 6.61694
4.887, 6.61622
4.888, 6.6155
4.889, 6.61478
4.89, 6.61406
4.891, 6.61334
4.892, 6.61262
4.893, 6.6119
4.894, 6.61118
4.895, 6.61045
4.896, 6.60973
4.897, 6.60901
4.898, 6.60829
4.899, 6.60757
4.9, 6.60685
4.901, 6.60613
4.902, 6.60541
4.903, 6.60469
4.904, 6.60397
4.905, 6.60325
4.906, 6.60253
4.907, 6.60182
4.908, 6.6011
4.909, 6.60038
4.91, 6.59966
4.911, 6.59894
4.912, 6.59822
4.913, 6.5975
4.914, 6.59678
4.915, 6.59606
4.916, 6.59535
4.917, 6.59463
4.918, 6.59391
4.919, 6.59319
4.92, 6.59247
4.921, 6.59176
4.922, 6.59104
4.923, 6.59032
4.924, 6.5896
4.925, 6.58889
4.926, 6.58817
4.927, 6.58745
4.928, 6.58673
4.929, 6.58602
4.93, 6.5853
4.931, 6.58458
4.932, 6.58387
4.933, 6.58315
4.934, 6.58243
4.935, 6.58172
4.936, 6.581
4.937, 6.58028
4.938, 6.57957
4.939, 6.57885
4.94, 6.57814
4.941, 6.57742
4.942, 6.57671
4.943, 6.57599
4.944, 6.57528
4.945, 6.57456
4.946, 6.57384
4.947, 6.57313
4.948, 6.57241
4.949, 6.5717
4.95, 6.57098
4.951, 6.57027
4.952, 6.56956
4.953, 6.56884
4.954, 6.56813
4.955, 6.56741
4.956, 6.5667
4.957, 6.56598
4.958, 6.56527
4.959, 6.56456
4.96, 6.56384
4.961, 6.56313
4.962, 6.56242
4.963, 6.5617
4.964, 6.56099
4.965, 6.56028
4.966, 6.55956
4.967, 6.55885
4.968, 6.55814
4.969, 6.55742
4.97, 6.55671
4.971, 6.556
4.972, 6.55529
4.973, 6.55458
4.974, 6.55386
4.975, 6.55315
4.976, 6.55244
4.977, 6.55173
4.978, 6.55102
4.979, 6.5503
4.98, 6.54959
4.981, 6.54888
4.982, 6.54817
4.983, 6.54746
4.984, 6.54675
4.985, 6.54604
4.986, 6.54533
4.987, 6.54461
4.988, 6.5439
4.989, 6.54319
4.99, 6.54248
4.991, 6.54177
4.992, 6.54106
4.993, 6.54035
4.994, 6.53964
4.995, 6.53893
4.996, 6.53822
4.997, 6.53751
4.998, 6.5368
4.999, 6.53609
5, 6.53538
5.001, 6.53467
5.002, 6.53397
5.003, 6.53326
5.004, 6.53255
5.005, 6.53184
5.006, 6.53113
5.007, 6.53042
5.008, 6.52971
5.009, 6.529
5.01, 6.52829
5.011, 6.52759
5.012, 6.52688
5.013, 6.52617
5.014, 6.52546
5.015, 6.52476
5.016, 6.52405
5.017, 6.52334
5.018, 6.52263
5.019, 6.52193
5.02, 6.52122
5.021, 6.52051
5.022, 6.5198
5.023, 6.5191
5.024, 6.51839
5.025, 6.51768
5.026, 6.51698
5.027, 6.51627
5.028, 6.51556
5.029, 6.51486
5.03, 6.51415
5.031, 6.51344
5.032, 6.51274
5.033, 6.51203
5.034, 6.51133
5.035, 6.51062
5.036, 6.50992
5.037, 6.50921
5.038, 6.50851
5.039, 6.5078
5.04, 6.50709
5.041, 6.50639
5.042, 6.50569
5.043, 6.50498
5.044, 6.50428
5.045, 6.50357
5.046, 6.50287
5.047, 6.50216
5.048, 6.50146
5.049, 6.50075
5.05, 6.50005
5.051, 6.49935
5.052, 6.49864
5.053, 6.49794
5.054, 6.49723
5.055, 6.49653
5.056, 6.49583
5.057, 6.49512
5.058, 6.49442
5.059, 6.49372
5.06, 6.49301
5.061, 6.49231
5.062, 6.49161
5.063, 6.49091
5.064, 6.4902
5.065, 6.4895
5.066, 6.4888
5.067, 6.4881
5.068, 6.48739
5.069, 6.48669
5.07, 6.48599
5.071, 6.48529
5.072, 6.48459
5.073, 6.48388
5.074, 6.48318
5.075, 6.48248
5.076, 6.48178
5.077, 6.48108
5.078, 6.48038
5.079, 6.47968
5.08, 6.47897
5.081, 6.47827
5.082, 6.47757
5.083, 6.47687
5.084, 6.47617
5.085, 6.47547
5.086, 6.47477
5.087, 6.47407
5.088, 6.47337
5.089, 6.47267
5.09, 6.47197
5.091, 6.47127
5.092, 6.47057
5.093, 6.46987
5.094, 6.46917
5.095, 6.46848
5.096, 6.46778
5.097, 6.46708
5.098, 6.46638
5.099, 6.46568
5.1, 6.46498
5.101, 6.46428
5.102, 6.46358
5.103, 6.46288
5.104, 6.46219
5.105, 6.46149
5.106, 6.46079
5.107, 6.46009
5.108, 6.45939
5.109, 6.45869
5.11, 6.458
5.111, 6.4573
5.112, 6.4566
5.113, 6.4559
5.114, 6.45521
5.115, 6.45451
5.116, 6.45381
5.117, 6.45312
5.118, 6.45242
5.119, 6.45172
5.12, 6.45102
5.121, 6.45033
5.122, 6.44963
5.123, 6.44894
5.124, 6.44824
5.125, 6.44754
5.126, 6.44685
5.127, 6.44615
5.128, 6.44546
5.129, 6.44476
5.13, 6.44406
5.131, 6.44337
5.132, 6.44267
5.133, 6.44198
5.134, 6.44128
5.135, 6.44059
5.136, 6.43989
5.137, 6.4392
5.138, 6.4385
5.139, 6.43781
5.14, 6.43711
5.141, 6.43642
5.142, 6.43572
5.143, 6.43503
5.144, 6.43434
5.145, 6.43364
5.146, 6.43295
5.147, 6.43225
5.148, 6.43156
5.149, 6.43087
5.15, 6.43017
5.151, 6.42948
5.152, 6.42879
5.153, 6.42809
5.154, 6.4274
5.155, 6.42671
5.156, 6.42601
5.157, 6.42532
5.158, 6.42463
5.159, 6.42394
5.16, 6.42324
5.161, 6.42255
5.162, 6.42186
5.163, 6.42117
5.164, 6.42047
5.165, 6.41978
5.166, 6.41909
5.167, 6.4184
5.168, 6.41771
5.169, 6.41701
5.17, 6.41632
5.171, 6.41563
5.172, 6.41494
5.173, 6.41425
5.174, 6.41356
5.175, 6.41287
5.176, 6.41218
5.177, 6.41149
5.178, 6.4108
5.179, 6.4101
5.18, 6.40941
5.181, 6.40872
5.182, 6.40803
5.183, 6.40734
5.184, 6.40665
5.185, 6.40596
5.186, 6.40528
5.187, 6.40459
5.188, 6.4039
5.189, 6.40321
5.19, 6.40252
5.191, 6.40183
5.192, 6.40114
5.193, 6.40045
5.194, 6.39976
5.195, 6.39907
5.196, 6.39838
5.197, 6.39769
5.198, 6.39701
5.199, 6.39632
5.2, 6.39563
5.201, 6.39494
5.202, 6.39425
5.203, 6.39356
5.204, 6.39288
5.205, 6.39219
5.206, 6.3915
5.207, 6.39081
5.208, 6.39013
5.209, 6.38944
5.21, 6.38875
5.211, 6.38806
5.212, 6.38738
5.213, 6.38669
5.214, 6.386
5.215, 6.38532
5.216, 6.38463
5.217, 6.38394
5.218, 6.38326
5.219, 6.38257
5.22, 6.38188
5.221, 6.3812
5.222, 6.38051
5.223, 6.37983
5.224, 6.37914
5.225, 6.37845
5.226, 6.37777
5.227, 6.37708
5.228, 6.3764
5.229, 6.37571
5.23, 6.37503
5.231, 6.37434
5.232, 6.37366
5.233, 6.37297
5.234, 6.37229
5.235, 6.3716
5.236, 6.37092
5.237, 6.37023
5.238, 6.36955
5.239, 6.36886
5.24, 6.36818
5.241, 6.3675
5.242, 6.36681
5.243, 6.36613
5.244, 6.36545
5.245, 6.36476
5.246, 6.36408
5.247, 6.36339
5.248, 6.36271
5.249, 6.36203
5.25, 6.36134
5.251, 6.36066
5.252, 6.35998
5.253, 6.3593
5.254, 6.35861
5.255, 6.35793
5.256, 6.35725
5.257, 6.35657
5.258, 6.35588
5.259, 6.3552
5.26, 6.35452
5.261, 6.35384
5.262, 6.35315
5.263, 6.35247
5.264, 6.35179
5.265, 6.35111
5.266, 6.35043
5.267, 6.34975
5.268, 6.34907
5.269, 6.34838
5.27, 6.3477
5.271, 6.34702
5.272, 6.34634
5.273, 6.34566
5.274, 6.34498
5.275, 6.3443
5.276, 6.34362
5.277, 6.34294
5.278, 6.34226
5.279, 6.34158
5.28, 6.3409
5.281, 6.34022
5.282, 6.33954
5.283, 6.33886
5.284, 6.33818
5.285, 6.3375
5.286, 6.33682
5.287, 6.33614
5.288, 6.33546
5.289, 6.33478
5.29, 6.3341
5.291, 6.33342
5.292, 6.33275
5.293, 6.33207
5.294, 6.33139
5.295, 6.33071
5.296, 6.33003
5.297, 6.32935
5.298, 6.32868
5.299, 6.328
5.3, 6.32732
5.301, 6.32664
5.302, 6.32596
5.303, 6.32529
5.304, 6.32461
5.305, 6.32393
5.306, 6.32325
5.307, 6.32258
5.308, 6.3219
5.309, 6.32122
5.31, 6.32054
5.311, 6.31987
5.312, 6.31919
5.313, 6.31852
5.314, 6.31784
5.315, 6.31716
5.316, 6.31649
5.317, 6.31581
5.318, 6.31513
5.319, 6.31446
5.32, 6.31378
5.321, 6.31311
5.322, 6.31243
5.323, 6.31176
5.324, 6.31108
5.325, 6.3104
5.326, 6.30973
5.327, 6.30905
5.328, 6.30838
5.329, 6.3077
5.33, 6.30703
5.331, 6.30635
5.332, 6.30568
5.333, 6.305
5.334, 6.30433
5.335, 6.30366
5.336, 6.30298
5.337, 6.30231
5.338, 6.30163
5.339, 6.30096
5.34, 6.30028
5.341, 6.29961
5.342, 6.29894
5.343, 6.29826
5.344, 6.29759
5.345, 6.29692
5.346, 6.29624
5.347, 6.29557
5.348, 6.2949
5.349, 6.29422
5.35, 6.29355
5.351, 6.29288
5.352, 6.29221
5.353, 6.29153
5.354, 6.29086
5.355, 6.29019
5.356, 6.28952
5.357, 6.28885
5.358, 6.28817
5.359, 6.2875
5.36, 6.28683
5.361, 6.28616
5.362, 6.28549
5.363, 6.28482
5.364, 6.28414
5.365, 6.28347
5.366, 6.2828
5.367, 6.28213
5.368, 6.28146
5.369, 6.28079
5.37, 6.28012
5.371, 6.27945
5.372, 6.27878
5.373, 6.27811
5.374, 6.27744
5.375, 6.27677
5.376, 6.2761
5.377, 6.27543
5.378, 6.27475
5.379, 6.27408
5.38, 6.27341
5.381, 6.27275
5.382, 6.27208
5.383, 6.27141
5.384, 6.27074
5.385, 6.27007
5.386, 6.2694
5.387, 6.26873
5.388, 6.26806
5.389, 6.26739
5.39, 6.26672
5.391, 6.26605
5.392, 6.26539
5.393, 6.26472
5.394, 6.26405
5.395, 6.26338
5.396, 6.26271
5.397, 6.26205
5.398, 6.26138
5.399, 6.26071
5.4, 6.26004
5.401, 6.25937
5.402, 6.25871
5.403, 6.25804
5.404, 6.25737
5.405, 6.2567
5.406, 6.25604
5.407, 6.25537
5.408, 6.2547
5.409, 6.25404
5.41, 6.25337
5.411, 6.2527
5.412, 6.25204
5.413, 6.25137
5.414, 6.2507
5.415, 6.25004
5.416, 6.24937
5.417, 6.24871
5.418, 6.24804
5.419, 6.24737
5.42, 6.24671
5.421, 6.24604
5.422, 6.24538
5.423, 6.24471
5.424, 6.24405
5.425, 6.24338
5.426, 6.24272
5.427, 6.24205
5.428, 6.24139
5.429, 6.24072
5.43, 6.24006
5.431, 6.23939
5.432, 6.23873
5.433, 6.23806
5.434, 6.2374
5.435, 6.23674
5.436, 6.23607
5.437, 6.23541
5.438, 6.23474
5.439, 6.23408
5.44, 6.23342
5.441, 6.23275
5.442, 6.23209
5.443, 6.23143
5.444, 6.23076
5.445, 6.2301
5.446, 6.22944
5.447, 6.22877
5.448, 6.22811
5.449, 6.22745
5.45, 6.22678
5.451, 6.22612
5.452, 6.22546
5.453, 6.2248
5.454, 6.22414
5.455, 6.22347
5.456, 6.22281
5.457, 6.22215
5.458, 6.22149
5.459, 6.22083
5.46, 6.22016
5.461, 6.2195
5.462, 6.21884
5.463, 6.21818
5.464, 6.21752
5.465, 6.21686
5.466, 6.2162
5.467, 6.21554
5.468, 6.21488
5.469, 6.21421
5.47, 6.21355
5.471, 6.21289
5.472, 6.21223
5.473, 6.21157
5.474, 6.21091
5.475, 6.21025
5.476, 6.20959
5.477, 6.20893
5.478, 6.20827
5.479, 6.20761
5.48, 6.20695
5.481, 6.20629
5.482, 6.20563
5.483, 6.20498
5.484, 6.20432
5.485, 6.20366
5.486, 6.203
5.487, 6.20234
5.488, 6.20168
5.489, 6.20102
5.49, 6.20036
5.491, 6.1997
5.492, 6.19905
5.493, 6.19839
5.494, 6.19773
5.495, 6.19707
5.496, 6.19641
5.497, 6.19576
5.498, 6.1951
5.499, 6.19444
5.5, 6.19378
5.501, 6.19312
5.502, 6.19247
5.503, 6.19181
5.504, 6.19115
5.505, 6.1905
5.506, 6.18984
5.507, 6.18918
5.508, 6.18853
5.509, 6.18787
5.51, 6.18721
5.511, 6.18656
5.512, 6.1859
5.513, 6.18524
5.514, 6.18459
5.515, 6.18393
5.516, 6.18328
5.517, 6.18262
5.518, 6.18196
5.519, 6.18131
5.52, 6.18065
5.521, 6.18
5.522, 6.17934
5.523, 6.17869
5.524, 6.17803
5.525, 6.17738
5.526, 6.17672
5.527, 6.17607
5.528, 6.17541
5.529, 6.17476
5.53, 6.1741
5.531, 6.17345
5.532, 6.17279
5.533, 6.17214
5.534, 6.17148
5.535, 6.17083
5.536, 6.17018
5.537, 6.16952
5.538, 6.16887
5.539, 6.16821
5.54, 6.16756
5.541, 6.16691
5.542, 6.16625
5.543, 6.1656
5.544, 6.16495
